entry,Ligand_Names,Ligand_SMILES,Base_SMILES,Solvent_SMILES,yield
362,Triphenylphosphine,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCN(CC)CC,CO,17.43
363,Aphos,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,CCN(CC)CC,CO,13.35
364,Tricyclohexylphosphine,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCN(CC)CC,CO,27.89
365,P(o-tol)3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,CCN(CC)CC,CO,14.65
366,"Di-(3s,5s,7s)-adamantan-1-yl(butyl)phosphine",CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,CCN(CC)CC,CO,31.02
367,Sphos,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCN(CC)CC,CO,18.02
368,"Ferrocene,1,1'-bis[bis(1,1-dimethylethyl)phosphino]",CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],CCN(CC)CC,CO,16.25
369,Xphos,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCN(CC)CC,CO,32.86
370,"1,1-BIS(Diphenylphosphino)Ferrocene",[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],CCN(CC)CC,CO,37.85
371,Xantphos,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,CCN(CC)CC,CO,15.18
